id,scope,category,subcategory,activity,detail,text,uom,ghg_unit,factor,source_sheet,factor_version
5_305_3123_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,km,kg CO2e of CO2 per unit,1.1206,All Factors (Flat),2026.1
5_305_3123_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,km,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3123_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,km,kg CO2e of N2O per unit,0.00888,All Factors (Flat),2026.1
5_305_3124_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,km,kg CO2e,1.00762,All Factors (Flat),2026.1
5_305_3124_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,km,kg CO2e of CO2 per unit,0.99855,All Factors (Flat),2026.1
5_305_3124_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,km,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3124_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,km,kg CO2e of N2O per unit,0.00888,All Factors (Flat),2026.1
5_305_3121_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,0% Laden,miles,kg CO2e,1.31604,All Factors (Flat),2026.1
5_305_3121_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,0% Laden,miles,kg CO2e of CO2 per unit,1.30145,All Factors (Flat),2026.1
5_305_3121_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,0% Laden,miles,kg CO2e of CH4 per unit,0.0003,All Factors (Flat),2026.1
5_305_3121_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,0% Laden,miles,kg CO2e of N2O per unit,0.01429,All Factors (Flat),2026.1
5_305_3122_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,50% Laden,miles,kg CO2e,1.56704,All Factors (Flat),2026.1
5_305_3122_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,50% Laden,miles,kg CO2e of CO2 per unit,1.55245,All Factors (Flat),2026.1
5_305_3122_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,50% Laden,miles,kg CO2e of CH4 per unit,0.0003,All Factors (Flat),2026.1
5_305_3122_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,50% Laden,miles,kg CO2e of N2O per unit,0.01429,All Factors (Flat),2026.1
5_305_3123_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,miles,kg CO2e,1.81803,All Factors (Flat),2026.1
5_305_3123_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,miles,kg CO2e of CO2 per unit,1.80344,All Factors (Flat),2026.1
5_305_3123_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,miles,kg CO2e of CH4 per unit,0.0003,All Factors (Flat),2026.1
5_305_3123_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,100% Laden,miles,kg CO2e of N2O per unit,0.01429,All Factors (Flat),2026.1
5_305_3124_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,miles,kg CO2e,1.6216,All Factors (Flat),2026.1
5_305_3124_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,miles,kg CO2e of CO2 per unit,1.60701,All Factors (Flat),2026.1
5_305_3124_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,miles,kg CO2e of CH4 per unit,0.0003,All Factors (Flat),2026.1
5_305_3124_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated rigids,nan,Average laden,miles,kg CO2e of N2O per unit,0.01429,All Factors (Flat),2026.1
5_305_3125_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,km,kg CO2e,0.73545,All Factors (Flat),2026.1
5_305_3125_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,km,kg CO2e of CO2 per unit,0.72324,All Factors (Flat),2026.1
5_305_3125_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,km,kg CO2e of CH4 per unit,0.00012,All Factors (Flat),2026.1
5_305_3125_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,km,kg CO2e of N2O per unit,0.01209,All Factors (Flat),2026.1
5_305_3126_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,km,kg CO2e,0.91626,All Factors (Flat),2026.1
5_305_3126_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,km,kg CO2e of CO2 per unit,0.90405,All Factors (Flat),2026.1
5_305_3126_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,km,kg CO2e of CH4 per unit,0.00012,All Factors (Flat),2026.1
5_305_3126_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,km,kg CO2e of N2O per unit,0.01209,All Factors (Flat),2026.1
5_305_3127_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,km,kg CO2e,1.09707,All Factors (Flat),2026.1
5_305_3127_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,km,kg CO2e of CO2 per unit,1.08486,All Factors (Flat),2026.1
5_305_3127_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,km,kg CO2e of CH4 per unit,0.00012,All Factors (Flat),2026.1
5_305_3127_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,km,kg CO2e of N2O per unit,0.01209,All Factors (Flat),2026.1
5_305_3128_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,km,kg CO2e,0.91265,All Factors (Flat),2026.1
5_305_3128_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,km,kg CO2e of CO2 per unit,0.90044,All Factors (Flat),2026.1
5_305_3128_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,km,kg CO2e of CH4 per unit,0.00012,All Factors (Flat),2026.1
5_305_3128_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,km,kg CO2e of N2O per unit,0.01209,All Factors (Flat),2026.1
5_305_3125_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,miles,kg CO2e,1.18357,All Factors (Flat),2026.1
5_305_3125_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,miles,kg CO2e of CO2 per unit,1.16394,All Factors (Flat),2026.1
5_305_3125_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,miles,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3125_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,0% Laden,miles,kg CO2e of N2O per unit,0.01944,All Factors (Flat),2026.1
5_305_3126_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,miles,kg CO2e,1.47456,All Factors (Flat),2026.1
5_305_3126_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,miles,kg CO2e of CO2 per unit,1.45493,All Factors (Flat),2026.1
5_305_3126_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,miles,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3126_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,50% Laden,miles,kg CO2e of N2O per unit,0.01944,All Factors (Flat),2026.1
5_305_3127_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,miles,kg CO2e,1.76555,All Factors (Flat),2026.1
5_305_3127_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,miles,kg CO2e of CO2 per unit,1.74592,All Factors (Flat),2026.1
5_305_3127_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,miles,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3127_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,100% Laden,miles,kg CO2e of N2O per unit,0.01944,All Factors (Flat),2026.1
5_305_3128_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,miles,kg CO2e,1.46874,All Factors (Flat),2026.1
5_305_3128_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,miles,kg CO2e of CO2 per unit,1.44911,All Factors (Flat),2026.1
5_305_3128_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,miles,kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
5_305_3128_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>3.5 - 33t),nan,Average laden,miles,kg CO2e of N2O per unit,0.01944,All Factors (Flat),2026.1
5_305_3129_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,km,kg CO2e,0.75551,All Factors (Flat),2026.1
5_305_3129_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,km,kg CO2e of CO2 per unit,0.74099,All Factors (Flat),2026.1
5_305_3129_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3129_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,km,kg CO2e of N2O per unit,0.01438,All Factors (Flat),2026.1
5_305_3130_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,km,kg CO2e,1.0025,All Factors (Flat),2026.1
5_305_3130_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,km,kg CO2e of CO2 per unit,0.98798,All Factors (Flat),2026.1
5_305_3130_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3130_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,km,kg CO2e of N2O per unit,0.01438,All Factors (Flat),2026.1
5_305_3131_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,km,kg CO2e,1.2495,All Factors (Flat),2026.1
5_305_3131_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,km,kg CO2e of CO2 per unit,1.23498,All Factors (Flat),2026.1
5_305_3131_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3131_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,km,kg CO2e of N2O per unit,0.01438,All Factors (Flat),2026.1
5_305_3132_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,km,kg CO2e,1.08648,All Factors (Flat),2026.1
5_305_3132_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,km,kg CO2e of CO2 per unit,1.07196,All Factors (Flat),2026.1
5_305_3132_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3132_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,km,kg CO2e of N2O per unit,0.01438,All Factors (Flat),2026.1
5_305_3129_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,miles,kg CO2e,1.21587,All Factors (Flat),2026.1
5_305_3129_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,miles,kg CO2e of CO2 per unit,1.19251,All Factors (Flat),2026.1
5_305_3129_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3129_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,0% Laden,miles,kg CO2e of N2O per unit,0.02314,All Factors (Flat),2026.1
5_305_3130_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,miles,kg CO2e,1.61337,All Factors (Flat),2026.1
5_305_3130_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,miles,kg CO2e of CO2 per unit,1.59001,All Factors (Flat),2026.1
5_305_3130_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3130_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,50% Laden,miles,kg CO2e of N2O per unit,0.02314,All Factors (Flat),2026.1
5_305_3131_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,miles,kg CO2e,2.01087,All Factors (Flat),2026.1
5_305_3131_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,miles,kg CO2e of CO2 per unit,1.98751,All Factors (Flat),2026.1
5_305_3131_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3131_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,100% Laden,miles,kg CO2e of N2O per unit,0.02314,All Factors (Flat),2026.1
5_305_3132_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,miles,kg CO2e,1.74852,All Factors (Flat),2026.1
5_305_3132_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,miles,kg CO2e of CO2 per unit,1.72516,All Factors (Flat),2026.1
5_305_3132_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3132_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Articulated (>33t),nan,Average laden,miles,kg CO2e of N2O per unit,0.02314,All Factors (Flat),2026.1
5_305_3133_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,km,kg CO2e,0.75475,All Factors (Flat),2026.1
5_305_3133_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,km,kg CO2e of CO2 per unit,0.74032,All Factors (Flat),2026.1
5_305_3133_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3133_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,km,kg CO2e of N2O per unit,0.01428,All Factors (Flat),2026.1
5_305_3134_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,km,kg CO2e,0.99926,All Factors (Flat),2026.1
5_305_3134_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,km,kg CO2e of CO2 per unit,0.98483,All Factors (Flat),2026.1
5_305_3134_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3134_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,km,kg CO2e of N2O per unit,0.01428,All Factors (Flat),2026.1
5_305_3135_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,km,kg CO2e,1.24377,All Factors (Flat),2026.1
5_305_3135_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,km,kg CO2e of CO2 per unit,1.22934,All Factors (Flat),2026.1
5_305_3135_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3135_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,km,kg CO2e of N2O per unit,0.01428,All Factors (Flat),2026.1
5_305_3136_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,km,kg CO2e,1.07995,All Factors (Flat),2026.1
5_305_3136_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,km,kg CO2e of CO2 per unit,1.06552,All Factors (Flat),2026.1
5_305_3136_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,km,kg CO2e of CH4 per unit,0.00015,All Factors (Flat),2026.1
5_305_3136_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,km,kg CO2e of N2O per unit,0.01428,All Factors (Flat),2026.1
5_305_3133_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,miles,kg CO2e,1.21464,All Factors (Flat),2026.1
5_305_3133_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,miles,kg CO2e of CO2 per unit,1.19143,All Factors (Flat),2026.1
5_305_3133_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3133_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,0% Laden,miles,kg CO2e of N2O per unit,0.02299,All Factors (Flat),2026.1
5_305_3134_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,miles,kg CO2e,1.60814,All Factors (Flat),2026.1
5_305_3134_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,miles,kg CO2e of CO2 per unit,1.58493,All Factors (Flat),2026.1
5_305_3134_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3134_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,50% Laden,miles,kg CO2e of N2O per unit,0.02299,All Factors (Flat),2026.1
5_305_3135_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,miles,kg CO2e,2.00164,All Factors (Flat),2026.1
5_305_3135_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,miles,kg CO2e of CO2 per unit,1.97843,All Factors (Flat),2026.1
5_305_3135_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3135_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,100% Laden,miles,kg CO2e of N2O per unit,0.02299,All Factors (Flat),2026.1
5_305_3136_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,miles,kg CO2e,1.73799,All Factors (Flat),2026.1
5_305_3136_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,miles,kg CO2e of CO2 per unit,1.71478,All Factors (Flat),2026.1
5_305_3136_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,miles,kg CO2e of CH4 per unit,0.00022,All Factors (Flat),2026.1
5_305_3136_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated artics,nan,Average laden,miles,kg CO2e of N2O per unit,0.02299,All Factors (Flat),2026.1
5_305_3137_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,km,kg CO2e,0.78033,All Factors (Flat),2026.1
5_305_3137_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,km,kg CO2e of CO2 per unit,0.76822,All Factors (Flat),2026.1
5_305_3137_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,km,kg CO2e of CH4 per unit,0.00016,All Factors (Flat),2026.1
5_305_3137_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,km,kg CO2e of N2O per unit,0.01195,All Factors (Flat),2026.1
5_305_3138_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,km,kg CO2e,0.98895,All Factors (Flat),2026.1
5_305_3138_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,km,kg CO2e of CO2 per unit,0.97684,All Factors (Flat),2026.1
5_305_3138_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,km,kg CO2e of CH4 per unit,0.00016,All Factors (Flat),2026.1
5_305_3138_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,km,kg CO2e of N2O per unit,0.01195,All Factors (Flat),2026.1
5_305_3139_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,100% Laden,km,kg CO2e,1.19756,All Factors (Flat),2026.1
5_305_3139_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,100% Laden,km,kg CO2e of CO2 per unit,1.18545,All Factors (Flat),2026.1
5_305_3139_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,100% Laden,km,kg CO2e of CH4 per unit,0.00016,All Factors (Flat),2026.1
5_305_3139_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,100% Laden,km,kg CO2e of N2O per unit,0.01195,All Factors (Flat),2026.1
5_305_3140_4_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,Average laden,km,kg CO2e,1.05066,All Factors (Flat),2026.1
5_305_3140_4_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,Average laden,km,kg CO2e of CO2 per unit,1.03855,All Factors (Flat),2026.1
5_305_3140_4_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,Average laden,km,kg CO2e of CH4 per unit,0.00016,All Factors (Flat),2026.1
5_305_3140_4_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,Average laden,km,kg CO2e of N2O per unit,0.01195,All Factors (Flat),2026.1
5_305_3137_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,miles,kg CO2e,1.25581,All Factors (Flat),2026.1
5_305_3137_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,miles,kg CO2e of CO2 per unit,1.23633,All Factors (Flat),2026.1
5_305_3137_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,miles,kg CO2e of CH4 per unit,0.00026,All Factors (Flat),2026.1
5_305_3137_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,0% Laden,miles,kg CO2e of N2O per unit,0.01923,All Factors (Flat),2026.1
5_305_3138_9_1,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,miles,kg CO2e,1.59155,All Factors (Flat),2026.1
5_305_3138_9_2,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,miles,kg CO2e of CO2 per unit,1.57207,All Factors (Flat),2026.1
5_305_3138_9_3,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,miles,kg CO2e of CH4 per unit,0.00026,All Factors (Flat),2026.1
5_305_3138_9_4,Scope 1,Delivery vehicles,"HGV (refrigerated, all diesel)",Average refrigerated HGVs,nan,50% Laden,miles,kg CO2e of N2O per unit,0.01923,All Factors (Flat),2026.1
