id,scope,category,subcategory,activity,detail,text,uom,ghg_unit,factor,source_sheet,factor_version
1_100_1000_15_1,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,t,kg CO2e,3033.38067,All Factors (Flat),2026.1
1_100_1000_15_2,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,t,kg CO2e of CO2 per unit,3029.26,All Factors (Flat),2026.1
1_100_1000_15_3,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,t,kg CO2e of CH4 per unit,2.52,All Factors (Flat),2026.1
1_100_1000_15_4,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,t,kg CO2e of N2O per unit,1.60067,All Factors (Flat),2026.1
1_100_1000_8_1,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,liters,kg CO2e,1.74533,All Factors (Flat),2026.1
1_100_1000_8_2,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,liters,kg CO2e of CO2 per unit,1.74296,All Factors (Flat),2026.1
1_100_1000_8_3,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,liters,kg CO2e of CH4 per unit,0.00144,All Factors (Flat),2026.1
1_100_1000_8_4,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,liters,kg CO2e of N2O per unit,0.00092,All Factors (Flat),2026.1
1_100_1000_7_1,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (net cv),kg CO2e,0.24107,All Factors (Flat),2026.1
1_100_1000_7_2,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.24074,All Factors (Flat),2026.1
1_100_1000_7_3,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.0002,All Factors (Flat),2026.1
1_100_1000_7_4,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_100_1000_6_1,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (gross cv),kg CO2e,0.22241,All Factors (Flat),2026.1
1_100_1000_6_2,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.2221,All Factors (Flat),2026.1
1_100_1000_6_3,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
1_100_1000_6_4,Scope 1,Fuels,Gaseous fuels,Butane,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_100_1001_15_1,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,t,kg CO2e,2507.72441,All Factors (Flat),2026.1
1_100_1001_15_2,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,t,kg CO2e of CO2 per unit,2502.68,All Factors (Flat),2026.1
1_100_1001_15_3,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,t,kg CO2e of CH4 per unit,3.8528,All Factors (Flat),2026.1
1_100_1001_15_4,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,t,kg CO2e of N2O per unit,1.19161,All Factors (Flat),2026.1
1_100_1001_8_1,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,liters,kg CO2e,0.43885,All Factors (Flat),2026.1
1_100_1001_8_2,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,liters,kg CO2e of CO2 per unit,0.43797,All Factors (Flat),2026.1
1_100_1001_8_3,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,liters,kg CO2e of CH4 per unit,0.00067,All Factors (Flat),2026.1
1_100_1001_8_4,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,liters,kg CO2e of N2O per unit,0.0002,All Factors (Flat),2026.1
1_100_1001_7_1,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (net cv),kg CO2e,0.20199,All Factors (Flat),2026.1
1_100_1001_7_2,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.20158,All Factors (Flat),2026.1
1_100_1001_7_3,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00031,All Factors (Flat),2026.1
1_100_1001_7_4,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.0001,All Factors (Flat),2026.1
1_100_1001_6_1,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (gross cv),kg CO2e,0.18231,All Factors (Flat),2026.1
1_100_1001_6_2,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.18194,All Factors (Flat),2026.1
1_100_1001_6_3,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00028,All Factors (Flat),2026.1
1_100_1001_6_4,Scope 1,Fuels,Gaseous fuels,CNG,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,9e-05,All Factors (Flat),2026.1
1_100_1002_15_1,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,t,kg CO2e,2536.85441,All Factors (Flat),2026.1
1_100_1002_15_2,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,t,kg CO2e of CO2 per unit,2531.81,All Factors (Flat),2026.1
1_100_1002_15_3,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,t,kg CO2e of CH4 per unit,3.8528,All Factors (Flat),2026.1
1_100_1002_15_4,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,t,kg CO2e of N2O per unit,1.19161,All Factors (Flat),2026.1
1_100_1002_8_1,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,liters,kg CO2e,1.14791,All Factors (Flat),2026.1
1_100_1002_8_2,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,liters,kg CO2e of CO2 per unit,1.14562,All Factors (Flat),2026.1
1_100_1002_8_3,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,liters,kg CO2e of CH4 per unit,0.00175,All Factors (Flat),2026.1
1_100_1002_8_4,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,liters,kg CO2e of N2O per unit,0.00054,All Factors (Flat),2026.1
1_100_1002_7_1,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (net cv),kg CO2e,0.20434,All Factors (Flat),2026.1
1_100_1002_7_2,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.20393,All Factors (Flat),2026.1
1_100_1002_7_3,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00031,All Factors (Flat),2026.1
1_100_1002_7_4,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.0001,All Factors (Flat),2026.1
1_100_1002_6_1,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (gross cv),kg CO2e,0.18442,All Factors (Flat),2026.1
1_100_1002_6_2,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.18405,All Factors (Flat),2026.1
1_100_1002_6_3,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00028,All Factors (Flat),2026.1
1_100_1002_6_4,Scope 1,Fuels,Gaseous fuels,LNG,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,9e-05,All Factors (Flat),2026.1
1_100_1003_15_1,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,t,kg CO2e,2939.36095,All Factors (Flat),2026.1
1_100_1003_15_2,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,t,kg CO2e of CO2 per unit,2935.18,All Factors (Flat),2026.1
1_100_1003_15_3,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,t,kg CO2e of CH4 per unit,2.5536,All Factors (Flat),2026.1
1_100_1003_15_4,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,t,kg CO2e of N2O per unit,1.62735,All Factors (Flat),2026.1
1_100_1003_8_1,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,liters,kg CO2e,1.55713,All Factors (Flat),2026.1
1_100_1003_8_2,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,liters,kg CO2e of CO2 per unit,1.55491,All Factors (Flat),2026.1
1_100_1003_8_3,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,liters,kg CO2e of CH4 per unit,0.00136,All Factors (Flat),2026.1
1_100_1003_8_4,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,liters,kg CO2e of N2O per unit,0.00086,All Factors (Flat),2026.1
1_100_1003_7_1,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (net cv),kg CO2e,0.23032,All Factors (Flat),2026.1
1_100_1003_7_2,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.22999,All Factors (Flat),2026.1
1_100_1003_7_3,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.0002,All Factors (Flat),2026.1
1_100_1003_7_4,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_100_1003_6_1,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (gross cv),kg CO2e,0.2145,All Factors (Flat),2026.1
1_100_1003_6_2,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.21419,All Factors (Flat),2026.1
1_100_1003_6_3,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00019,All Factors (Flat),2026.1
1_100_1003_6_4,Scope 1,Fuels,Gaseous fuels,LPG,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_100_1004_15_1,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,t,kg CO2e,2507.72441,All Factors (Flat),2026.1
1_100_1004_15_2,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,t,kg CO2e of CO2 per unit,2502.68,All Factors (Flat),2026.1
1_100_1004_15_3,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,t,kg CO2e of CH4 per unit,3.8528,All Factors (Flat),2026.1
1_100_1004_15_4,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,t,kg CO2e of N2O per unit,1.19161,All Factors (Flat),2026.1
1_100_1004_1_1,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,cubic metres,kg CO2e,2.02633,All Factors (Flat),2026.1
1_100_1004_1_2,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,cubic metres,kg CO2e of CO2 per unit,2.02231,All Factors (Flat),2026.1
1_100_1004_1_3,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,cubic metres,kg CO2e of CH4 per unit,0.00307,All Factors (Flat),2026.1
1_100_1004_1_4,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,cubic metres,kg CO2e of N2O per unit,0.00095,All Factors (Flat),2026.1
1_100_1004_7_1,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (net cv),kg CO2e,0.20199,All Factors (Flat),2026.1
1_100_1004_7_2,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.20158,All Factors (Flat),2026.1
1_100_1004_7_3,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00031,All Factors (Flat),2026.1
1_100_1004_7_4,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.0001,All Factors (Flat),2026.1
1_100_1004_6_1,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (gross cv),kg CO2e,0.18231,All Factors (Flat),2026.1
1_100_1004_6_2,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.18194,All Factors (Flat),2026.1
1_100_1004_6_3,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00028,All Factors (Flat),2026.1
1_100_1004_6_4,Scope 1,Fuels,Gaseous fuels,Natural gas,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,9e-05,All Factors (Flat),2026.1
1_100_1005_15_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,t,kg CO2e,2536.85441,All Factors (Flat),2026.1
1_100_1005_15_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,t,kg CO2e of CO2 per unit,2531.81,All Factors (Flat),2026.1
1_100_1005_15_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,t,kg CO2e of CH4 per unit,3.8528,All Factors (Flat),2026.1
1_100_1005_15_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,t,kg CO2e of N2O per unit,1.19161,All Factors (Flat),2026.1
1_100_1005_1_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,cubic metres,kg CO2e,2.04987,All Factors (Flat),2026.1
1_100_1005_1_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,cubic metres,kg CO2e of CO2 per unit,2.04585,All Factors (Flat),2026.1
1_100_1005_1_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,cubic metres,kg CO2e of CH4 per unit,0.00307,All Factors (Flat),2026.1
1_100_1005_1_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,cubic metres,kg CO2e of N2O per unit,0.00095,All Factors (Flat),2026.1
1_100_1005_7_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (net cv),kg CO2e,0.20434,All Factors (Flat),2026.1
1_100_1005_7_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.20393,All Factors (Flat),2026.1
1_100_1005_7_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00031,All Factors (Flat),2026.1
1_100_1005_7_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.0001,All Factors (Flat),2026.1
1_100_1005_6_1,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (gross cv),kg CO2e,0.18442,All Factors (Flat),2026.1
1_100_1005_6_2,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.18405,All Factors (Flat),2026.1
1_100_1005_6_3,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00028,All Factors (Flat),2026.1
1_100_1005_6_4,Scope 1,Fuels,Gaseous fuels,Natural gas (100% mineral blend),nan,nan,kwh (gross cv),kg CO2e of N2O per unit,9e-05,All Factors (Flat),2026.1
1_100_1006_15_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,t,kg CO2e,2578.24647,All Factors (Flat),2026.1
1_100_1006_15_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,t,kg CO2e of CO2 per unit,2575.7,All Factors (Flat),2026.1
1_100_1006_15_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,t,kg CO2e of CH4 per unit,1.3104,All Factors (Flat),2026.1
1_100_1006_15_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,t,kg CO2e of N2O per unit,1.23607,All Factors (Flat),2026.1
1_100_1006_8_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,liters,kg CO2e,0.94442,All Factors (Flat),2026.1
1_100_1006_8_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,liters,kg CO2e of CO2 per unit,0.94348,All Factors (Flat),2026.1
1_100_1006_8_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,liters,kg CO2e of CH4 per unit,0.00048,All Factors (Flat),2026.1
1_100_1006_8_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,liters,kg CO2e of N2O per unit,0.00045,All Factors (Flat),2026.1
1_100_1006_7_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (net cv),kg CO2e,0.19917,All Factors (Flat),2026.1
1_100_1006_7_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.19897,All Factors (Flat),2026.1
1_100_1006_7_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.0001,All Factors (Flat),2026.1
1_100_1006_7_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.0001,All Factors (Flat),2026.1
1_100_1006_6_1,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (gross cv),kg CO2e,0.18323,All Factors (Flat),2026.1
1_100_1006_6_2,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.18305,All Factors (Flat),2026.1
1_100_1006_6_3,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,9e-05,All Factors (Flat),2026.1
1_100_1006_6_4,Scope 1,Fuels,Gaseous fuels,Other petroleum gas,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,9e-05,All Factors (Flat),2026.1
1_100_1007_15_1,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,t,kg CO2e,2997.63233,All Factors (Flat),2026.1
1_100_1007_15_2,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,t,kg CO2e of CO2 per unit,2993.4,All Factors (Flat),2026.1
1_100_1007_15_3,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,t,kg CO2e of CH4 per unit,2.5872,All Factors (Flat),2026.1
1_100_1007_15_4,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,t,kg CO2e of N2O per unit,1.64513,All Factors (Flat),2026.1
1_100_1007_8_1,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,liters,kg CO2e,1.54358,All Factors (Flat),2026.1
1_100_1007_8_2,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,liters,kg CO2e of CO2 per unit,1.5414,All Factors (Flat),2026.1
1_100_1007_8_3,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,liters,kg CO2e of CH4 per unit,0.00133,All Factors (Flat),2026.1
1_100_1007_8_4,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,liters,kg CO2e of N2O per unit,0.00084,All Factors (Flat),2026.1
1_100_1007_7_1,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (net cv),kg CO2e,0.23258,All Factors (Flat),2026.1
1_100_1007_7_2,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.23225,All Factors (Flat),2026.1
1_100_1007_7_3,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.0002,All Factors (Flat),2026.1
1_100_1007_7_4,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_100_1007_6_1,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (gross cv),kg CO2e,0.2141,All Factors (Flat),2026.1
1_100_1007_6_2,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.21381,All Factors (Flat),2026.1
1_100_1007_6_3,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00018,All Factors (Flat),2026.1
1_100_1007_6_4,Scope 1,Fuels,Gaseous fuels,Propane,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,0.00012,All Factors (Flat),2026.1
1_101_1008_15_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,t,kg CO2e,3193.6948,All Factors (Flat),2026.1
1_101_1008_15_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,t,kg CO2e of CO2 per unit,3127.67,All Factors (Flat),2026.1
1_101_1008_15_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,t,kg CO2e of CH4 per unit,39.5248,All Factors (Flat),2026.1
1_101_1008_15_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,t,kg CO2e of N2O per unit,26.5,All Factors (Flat),2026.1
1_101_1008_8_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,liters,kg CO2e,2.33116,All Factors (Flat),2026.1
1_101_1008_8_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,liters,kg CO2e of CO2 per unit,2.28297,All Factors (Flat),2026.1
1_101_1008_8_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,liters,kg CO2e of CH4 per unit,0.02885,All Factors (Flat),2026.1
1_101_1008_8_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,liters,kg CO2e of N2O per unit,0.01934,All Factors (Flat),2026.1
1_101_1008_7_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (net cv),kg CO2e,0.25666,All Factors (Flat),2026.1
1_101_1008_7_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.25135,All Factors (Flat),2026.1
1_101_1008_7_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00318,All Factors (Flat),2026.1
1_101_1008_7_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00213,All Factors (Flat),2026.1
1_101_1008_6_1,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (gross cv),kg CO2e,0.24382,All Factors (Flat),2026.1
1_101_1008_6_2,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.23878,All Factors (Flat),2026.1
1_101_1008_6_3,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00301,All Factors (Flat),2026.1
1_101_1008_6_4,Scope 1,Fuels,Liquid fuels,Aviation spirit,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,0.00203,All Factors (Flat),2026.1
1_101_1009_15_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,t,kg CO2e,3178.3652,All Factors (Flat),2026.1
1_101_1009_15_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,t,kg CO2e of CO2 per unit,3149.67,All Factors (Flat),2026.1
1_101_1009_15_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,t,kg CO2e of CH4 per unit,2.1952,All Factors (Flat),2026.1
1_101_1009_15_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,t,kg CO2e of N2O per unit,26.5,All Factors (Flat),2026.1
1_101_1009_8_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,liters,kg CO2e,2.54269,All Factors (Flat),2026.1
1_101_1009_8_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,liters,kg CO2e of CO2 per unit,2.51973,All Factors (Flat),2026.1
1_101_1009_8_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,liters,kg CO2e of CH4 per unit,0.00176,All Factors (Flat),2026.1
1_101_1009_8_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,liters,kg CO2e of N2O per unit,0.0212,All Factors (Flat),2026.1
1_101_1009_7_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (net cv),kg CO2e,0.26061,All Factors (Flat),2026.1
1_101_1009_7_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.25826,All Factors (Flat),2026.1
1_101_1009_7_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00018,All Factors (Flat),2026.1
1_101_1009_7_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00217,All Factors (Flat),2026.1
1_101_1009_6_1,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (gross cv),kg CO2e,0.24758,All Factors (Flat),2026.1
1_101_1009_6_2,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (gross cv),kg CO2e of CO2 per unit,0.24535,All Factors (Flat),2026.1
1_101_1009_6_3,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (gross cv),kg CO2e of CH4 per unit,0.00017,All Factors (Flat),2026.1
1_101_1009_6_4,Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,nan,nan,kwh (gross cv),kg CO2e of N2O per unit,0.00206,All Factors (Flat),2026.1
1_101_1010_15_1,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,t,kg CO2e,3165.04181,All Factors (Flat),2026.1
1_101_1010_15_2,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,t,kg CO2e of CO2 per unit,3149.67,All Factors (Flat),2026.1
1_101_1010_15_3,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,t,kg CO2e of CH4 per unit,8.4,All Factors (Flat),2026.1
1_101_1010_15_4,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,t,kg CO2e of N2O per unit,6.97181,All Factors (Flat),2026.1
1_101_1010_8_1,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,liters,kg CO2e,2.54016,All Factors (Flat),2026.1
1_101_1010_8_2,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,liters,kg CO2e of CO2 per unit,2.52782,All Factors (Flat),2026.1
1_101_1010_8_3,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,liters,kg CO2e of CH4 per unit,0.00674,All Factors (Flat),2026.1
1_101_1010_8_4,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,liters,kg CO2e of N2O per unit,0.00559,All Factors (Flat),2026.1
1_101_1010_7_1,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,kwh (net cv),kg CO2e,0.25975,All Factors (Flat),2026.1
1_101_1010_7_2,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,kwh (net cv),kg CO2e of CO2 per unit,0.25849,All Factors (Flat),2026.1
1_101_1010_7_3,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,kwh (net cv),kg CO2e of CH4 per unit,0.00069,All Factors (Flat),2026.1
1_101_1010_7_4,Scope 1,Fuels,Liquid fuels,Burning oil,nan,nan,kwh (net cv),kg CO2e of N2O per unit,0.00057,All Factors (Flat),2026.1
